time,acc_x,acc_y,acc_z
2024-01-23T12:05:04.800000,0,0,0
2024-01-23T12:05:04.810000,0,0,0
2024-01-23T12:05:04.820000,0,0,0
2024-01-23T12:05:04.830000,0,0,0
2024-01-23T12:05:04.840000,0,0,0
2024-01-23T12:05:04.850000,0,0,0
2024-01-23T12:05:04.860000,0,0,0
2024-01-23T12:05:04.870000,0,0,0
2024-01-23T12:05:04.880000,0,0,0
2024-01-23T12:05:04.890000,0,0,0
2024-01-23T12:05:04.900000,0,0,0
2024-01-23T12:05:04.910000,0,0,0
2024-01-23T12:05:04.920000,0,0,0
2024-01-23T12:05:04.930000,0,0,0
2024-01-23T12:05:04.940000,0,0,0
2024-01-23T12:05:04.950000,0,0,0
2024-01-23T12:05:04.960000,0,0,0
2024-01-23T12:05:04.970000,0,0,0
2024-01-23T12:05:04.980000,0,0,0
2024-01-23T12:05:04.990000,0,0,0
2024-01-23T12:05:05,0,0,0
2024-01-23T12:05:05.010000,0,0,0
2024-01-23T12:05:05.020000,0,0,0
2024-01-23T12:05:05.030000,0,0,0
2024-01-23T12:05:05.040000,0,0,0
2024-01-23T12:05:05.050000,0,0,0
2024-01-23T12:05:05.060000,0,0,0
2024-01-23T12:05:05.070000,0,0,0
2024-01-23T12:05:05.080000,0,0,0
2024-01-23T12:05:05.090000,0,0,0
2024-01-23T12:05:05.100000,0,0,0
2024-01-23T12:05:05.110000,0,0,0
2024-01-23T12:05:05.120000,0,0,0
2024-01-23T12:05:05.130000,0,0,0
2024-01-23T12:05:05.140000,0,0,0
2024-01-23T12:05:05.150000,0,0,0
2024-01-23T12:05:05.160000,0,0,0
2024-01-23T12:05:05.170000,0,0,0
2024-01-23T12:05:05.180000,0,0,0
2024-01-23T12:05:05.190000,0,0,0
2024-01-23T12:05:05.200000,0,0,0
2024-01-23T12:05:05.210000,0,0,0
2024-01-23T12:05:05.220000,0,0,0
2024-01-23T12:05:05.230000,0,0,0
2024-01-23T12:05:05.240000,0,0,0
2024-01-23T12:05:05.250000,0,0,0
2024-01-23T12:05:05.260000,0,0,0
2024-01-23T12:05:05.270000,0,0,0
2024-01-23T12:05:05.280000,0,0,0
2024-01-23T12:05:05.290000,0,0,0
2024-01-23T12:05:05.300000,0,0,0
2024-01-23T12:05:05.310000,0,0,0
2024-01-23T12:05:05.320000,0,0,0
2024-01-23T12:05:05.330000,0,0,0
2024-01-23T12:05:05.340000,0,0,0
2024-01-23T12:05:05.350000,0,0,0
2024-01-23T12:05:05.360000,0,0,0
2024-01-23T12:05:05.370000,0,0,0
2024-01-23T12:05:05.380000,0,0,0
2024-01-23T12:05:05.390000,0,0,0
2024-01-23T12:05:05.400000,0,0,0
2024-01-23T12:05:05.410000,0,0,0
2024-01-23T12:05:05.420000,0,0,0
2024-01-23T12:05:05.430000,0,0,0
2024-01-23T12:05:05.440000,0,0,0
2024-01-23T12:05:05.450000,0,0,0
2024-01-23T12:05:05.460000,0,0,0
2024-01-23T12:05:05.470000,0,0,0
2024-01-23T12:05:05.480000,0,0,0
2024-01-23T12:05:05.490000,0,0,0
2024-01-23T12:05:05.500000,0,0,0
2024-01-23T12:05:05.510000,0,0,0
2024-01-23T12:05:05.520000,0,0,0
2024-01-23T12:05:05.530000,0,0,0
2024-01-23T12:05:05.540000,0,0,0
2024-01-23T12:05:05.550000,0,0,0
2024-01-23T12:05:05.560000,0,0,0
2024-01-23T12:05:05.570000,0,0,0
2024-01-23T12:05:05.580000,0,0,0
2024-01-23T12:05:05.590000,0,0,0
2024-01-23T12:05:05.600000,0,0,0
2024-01-23T12:05:05.610000,0,0,0
2024-01-23T12:05:05.620000,0,0,0
2024-01-23T12:05:05.630000,0,0,0
2024-01-23T12:05:05.640000,0,0,0
2024-01-23T12:05:05.650000,0,0,0
2024-01-23T12:05:05.660000,0,0,0
2024-01-23T12:05:05.670000,0,0,0
2024-01-23T12:05:05.680000,0,0,0
2024-01-23T12:05:05.690000,0,0,0
2024-01-23T12:05:05.700000,0,0,0
2024-01-23T12:05:05.710000,0,0,0
2024-01-23T12:05:05.720000,0,0,0
2024-01-23T12:05:05.730000,0,0,0
2024-01-23T12:05:05.740000,0,0,0
2024-01-23T12:05:05.750000,0,0,0
2024-01-23T12:05:05.760000,0,0,0
2024-01-23T12:05:05.770000,0,0,0
2024-01-23T12:05:05.780000,0,0,0
2024-01-23T12:05:05.790000,0,0,0
2024-01-23T12:05:05.800000,0,0,0
2024-01-23T12:05:05.810000,0,0,0
2024-01-23T12:05:05.820000,0,0,0
2024-01-23T12:05:05.830000,0,0,0
2024-01-23T12:05:05.840000,0,0,0
2024-01-23T12:05:05.850000,0,0,0
2024-01-23T12:05:05.860000,0,0,0
2024-01-23T12:05:05.870000,0,0,0
2024-01-23T12:05:05.880000,0,0,0
2024-01-23T12:05:05.890000,0,0,0
2024-01-23T12:05:05.900000,0,0,0
2024-01-23T12:05:05.910000,0,0,0
2024-01-23T12:05:05.920000,0,0,0
2024-01-23T12:05:05.930000,0,0,0
2024-01-23T12:05:05.940000,0,0,0
2024-01-23T12:05:05.950000,0,0,0
2024-01-23T12:05:05.960000,0,0,0
2024-01-23T12:05:05.970000,0,0,0
2024-01-23T12:05:05.980000,0,0,0
2024-01-23T12:05:05.990000,0,0,0
2024-01-23T12:05:06,0,0,0
2024-01-23T12:05:06.010000,0,0,0
2024-01-23T12:05:06.020000,0,0,0
2024-01-23T12:05:06.030000,0,0,0
2024-01-23T12:05:06.040000,0,0,0
2024-01-23T12:05:06.050000,0,0,0
2024-01-23T12:05:06.060000,0,0,0
2024-01-23T12:05:06.070000,0,0,0
2024-01-23T12:05:06.080000,0,0,0
2024-01-23T12:05:06.090000,0,0,0
2024-01-23T12:05:06.100000,0,0,0
2024-01-23T12:05:06.110000,0,0,0
2024-01-23T12:05:06.120000,0,0,0
2024-01-23T12:05:06.130000,0,0,0
2024-01-23T12:05:06.140000,0,0,0
2024-01-23T12:05:06.150000,0,0,0
2024-01-23T12:05:06.160000,0,0,0
2024-01-23T12:05:06.170000,0,0,0
2024-01-23T12:05:06.180000,0,0,0
2024-01-23T12:05:06.190000,0,0,0
2024-01-23T12:05:06.200000,0,0,0
2024-01-23T12:05:06.210000,0,0,0
2024-01-23T12:05:06.220000,0,0,0
2024-01-23T12:05:06.230000,0,0,0
2024-01-23T12:05:06.240000,0,0,0
2024-01-23T12:05:06.250000,0,0,0
2024-01-23T12:05:06.260000,0,0,0
2024-01-23T12:05:06.270000,0,0,0
2024-01-23T12:05:06.280000,0,0,0
2024-01-23T12:05:06.290000,0,0,0
2024-01-23T12:05:06.300000,0,0,0
2024-01-23T12:05:06.310000,0,0,0
2024-01-23T12:05:06.320000,0,0,0
2024-01-23T12:05:06.330000,0,0,0
2024-01-23T12:05:06.340000,0,0,0
2024-01-23T12:05:06.350000,0,0,0
2024-01-23T12:05:06.360000,0,0,0
2024-01-23T12:05:06.370000,0,0,0
2024-01-23T12:05:06.380000,0,0,0
2024-01-23T12:05:06.390000,0,0,0
2024-01-23T12:05:06.400000,0,0,0
2024-01-23T12:05:06.410000,0,0,0
2024-01-23T12:05:06.420000,0,0,0
2024-01-23T12:05:06.430000,0,0,0
2024-01-23T12:05:06.440000,0,0,0
2024-01-23T12:05:06.450000,0,0,0
2024-01-23T12:05:06.460000,0,0,0
2024-01-23T12:05:06.470000,0,0,0
2024-01-23T12:05:06.480000,0,0,0
2024-01-23T12:05:06.490000,0,0,0
2024-01-23T12:05:06.500000,0,0,0
2024-01-23T12:05:06.510000,0,0,0
2024-01-23T12:05:06.520000,0,0,0
2024-01-23T12:05:06.530000,0,0,0
2024-01-23T12:05:06.540000,0,0,0
2024-01-23T12:05:06.550000,0,0,0
2024-01-23T12:05:06.560000,0,0,0
2024-01-23T12:05:06.570000,0,0,0
2024-01-23T12:05:06.580000,0,0,0
2024-01-23T12:05:06.590000,0,0,0
2024-01-23T12:05:06.600000,0,0,0
2024-01-23T12:05:06.610000,0,0,0
2024-01-23T12:05:06.620000,0,0,0
2024-01-23T12:05:06.630000,0,0,0
2024-01-23T12:05:06.640000,0,0,0
2024-01-23T12:05:06.650000,0,0,0
2024-01-23T12:05:06.660000,0,0,0
2024-01-23T12:05:06.670000,0,0,0
2024-01-23T12:05:06.680000,0,0,0
2024-01-23T12:05:06.690000,0,0,0
2024-01-23T12:05:06.700000,0,0,0
2024-01-23T12:05:06.710000,0,0,0
2024-01-23T12:05:06.720000,0,0,0
2024-01-23T12:05:06.730000,0,0,0
2024-01-23T12:05:06.740000,0,0,0
2024-01-23T12:05:06.750000,0,0,0
2024-01-23T12:05:06.760000,0,0,0
2024-01-23T12:05:06.770000,0,0,0
2024-01-23T12:05:06.780000,0,0,0
2024-01-23T12:05:06.790000,0,0,0
2024-01-23T12:05:06.800000,0,0,0
2024-01-23T12:05:06.810000,0,0,0
2024-01-23T12:05:06.820000,0,0,0
2024-01-23T12:05:06.830000,0,0,0
2024-01-23T12:05:06.840000,0,0,0
2024-01-23T12:05:06.850000,0,0,0
2024-01-23T12:05:06.860000,0,0,0
2024-01-23T12:05:06.870000,0,0,0
2024-01-23T12:05:06.880000,0,0,0
2024-01-23T12:05:06.890000,0,0,0
2024-01-23T12:05:06.900000,0,0,0
2024-01-23T12:05:06.910000,0,0,0
2024-01-23T12:05:06.920000,0,0,0
2024-01-23T12:05:06.930000,0,0,0
2024-01-23T12:05:06.940000,0,0,0
2024-01-23T12:05:06.950000,0,0,0
2024-01-23T12:05:06.960000,0,0,0
2024-01-23T12:05:06.970000,0,0,0
2024-01-23T12:05:06.980000,0,0,0
2024-01-23T12:05:06.990000,0,0,0
2024-01-23T12:05:07,0,0,0
2024-01-23T12:05:07.010000,0,0,0
2024-01-23T12:05:07.020000,0,0,0
2024-01-23T12:05:07.030000,0,0,0
2024-01-23T12:05:07.040000,0,0,0
2024-01-23T12:05:07.050000,0,0,0
2024-01-23T12:05:07.060000,0,0,0
2024-01-23T12:05:07.070000,0,0,0
2024-01-23T12:05:07.080000,0,0,0
2024-01-23T12:05:07.090000,0,0,0
2024-01-23T12:05:07.100000,0,0,0
2024-01-23T12:05:07.110000,0,0,0
2024-01-23T12:05:07.120000,0,0,0
2024-01-23T12:05:07.130000,0,0,0
2024-01-23T12:05:07.140000,0,0,0
2024-01-23T12:05:07.150000,0,0,0
2024-01-23T12:05:07.160000,0,0,0
2024-01-23T12:05:07.170000,0,0,0
2024-01-23T12:05:07.180000,0,0,0
2024-01-23T12:05:07.190000,0,0,0
2024-01-23T12:05:07.200000,0,0,0
2024-01-23T12:05:07.210000,0,0,0
2024-01-23T12:05:07.220000,0,0,0
2024-01-23T12:05:07.230000,0,0,0
2024-01-23T12:05:07.240000,0,0,0
2024-01-23T12:05:07.250000,0,0,0
2024-01-23T12:05:07.260000,0,0,0
2024-01-23T12:05:07.270000,0,0,0
2024-01-23T12:05:07.280000,0,0,0
2024-01-23T12:05:07.290000,0,0,0
2024-01-23T12:05:07.300000,0,0,0
2024-01-23T12:05:07.310000,0,0,0
2024-01-23T12:05:07.320000,0,0,0
2024-01-23T12:05:07.330000,0,0,0
2024-01-23T12:05:07.340000,0,0,0
2024-01-23T12:05:07.350000,0,0,0
2024-01-23T12:05:07.360000,0,0,0
2024-01-23T12:05:07.370000,0,0,0
2024-01-23T12:05:07.380000,0,0,0
2024-01-23T12:05:07.390000,0,0,0
2024-01-23T12:05:07.400000,0,0,0
2024-01-23T12:05:07.410000,0,0,0
2024-01-23T12:05:07.420000,0,0,0
2024-01-23T12:05:07.430000,0,0,0
2024-01-23T12:05:07.440000,0,0,0
2024-01-23T12:05:07.450000,0,0,0
2024-01-23T12:05:07.460000,0,0,0
2024-01-23T12:05:07.470000,0,0,0
2024-01-23T12:05:07.480000,0,0,0
2024-01-23T12:05:07.490000,0,0,0
2024-01-23T12:05:07.500000,0,0,0
2024-01-23T12:05:07.510000,0,0,0
2024-01-23T12:05:07.520000,0,0,0
2024-01-23T12:05:07.530000,0,0,0
2024-01-23T12:05:07.540000,0,0,0
2024-01-23T12:05:07.550000,0,0,0
2024-01-23T12:05:07.560000,0,0,0
2024-01-23T12:05:07.570000,0,0,0
2024-01-23T12:05:07.580000,0,0,0
2024-01-23T12:05:07.590000,0,0,0
2024-01-23T12:05:07.600000,0,0,0
2024-01-23T12:05:07.610000,0,0,0
2024-01-23T12:05:07.620000,0,0,0
2024-01-23T12:05:07.630000,0,0,0
2024-01-23T12:05:07.640000,0,0,0
2024-01-23T12:05:07.650000,0,0,0
2024-01-23T12:05:07.660000,0,0,0
2024-01-23T12:05:07.670000,0,0,0
2024-01-23T12:05:07.680000,0,0,0
2024-01-23T12:05:07.690000,0,0,0
2024-01-23T12:05:07.700000,0,0,0
2024-01-23T12:05:07.710000,0,0,0
2024-01-23T12:05:07.720000,0,0,0
2024-01-23T12:05:07.730000,0,0,0
2024-01-23T12:05:07.740000,0,0,0
2024-01-23T12:05:07.750000,0,0,0
2024-01-23T12:05:07.760000,0,0,0
2024-01-23T12:05:07.770000,0,0,0
2024-01-23T12:05:07.780000,0,0,0
2024-01-23T12:05:07.790000,0,0,0
2024-01-23T12:05:07.800000,0,0,0
2024-01-23T12:05:07.810000,0,0,0
2024-01-23T12:05:07.820000,0,0,0
2024-01-23T12:05:07.830000,0,0,0
2024-01-23T12:05:07.840000,0,0,0
2024-01-23T12:05:07.850000,0,0,0
2024-01-23T12:05:07.860000,0,0,0
2024-01-23T12:05:07.870000,0,0,0
2024-01-23T12:05:07.880000,0,0,0
2024-01-23T12:05:07.890000,0,0,0
2024-01-23T12:05:07.900000,0,0,0
2024-01-23T12:05:07.910000,0,0,0
2024-01-23T12:05:07.920000,0,0,0
2024-01-23T12:05:07.930000,0,0,0
2024-01-23T12:05:07.940000,0,0,0
2024-01-23T12:05:07.950000,0,0,0
2024-01-23T12:05:07.960000,0,0,0
2024-01-23T12:05:07.970000,0,0,0
2024-01-23T12:05:07.980000,0,0,0
2024-01-23T12:05:07.990000,0,0,0
